Date,Blood_Type,Actual_Donations,Predicted_Donations,Variance,Day_of_Week,Is_Weekend,Is_Holiday,Is_Ramadan,Data_Type
2024-06-18,A,190.0,191,1.0,Tuesday,0,0,0,Historical
2024-06-18,AB,42.0,31,-11.0,Tuesday,0,0,0,Historical
2024-06-18,B,220.0,214,-6.0,Tuesday,0,0,0,Historical
2024-06-18,O,344.0,234,-110.0,Tuesday,0,0,0,Historical
2024-06-19,A,374.0,288,-86.0,Wednesday,0,0,0,Historical
2024-06-19,AB,94.0,65,-29.0,Wednesday,0,0,0,Historical
2024-06-19,B,438.0,330,-108.0,Wednesday,0,0,0,Historical
2024-06-19,O,658.0,529,-129.0,Wednesday,0,0,0,Historical
2024-06-20,A,342.0,406,64.0,Thursday,0,0,0,Historical
2024-06-20,AB,93.0,81,-12.0,Thursday,0,0,0,Historical
2024-06-20,B,376.0,446,70.0,Thursday,0,0,0,Historical
2024-06-20,O,610.0,664,54.0,Thursday,0,0,0,Historical
2024-06-21,A,304.0,255,-49.0,Friday,0,0,0,Historical
2024-06-21,AB,78.0,65,-13.0,Friday,0,0,0,Historical
2024-06-21,B,370.0,298,-72.0,Friday,0,0,0,Historical
2024-06-21,O,559.0,486,-73.0,Friday,0,0,0,Historical
2024-06-22,A,485.0,510,25.0,Saturday,1,0,0,Historical
2024-06-22,AB,136.0,117,-19.0,Saturday,1,0,0,Historical
2024-06-22,B,592.0,613,21.0,Saturday,1,0,0,Historical
2024-06-22,O,863.0,920,57.0,Saturday,1,0,0,Historical
2024-06-23,A,821.0,590,-231.0,Sunday,1,0,0,Historical
2024-06-23,AB,196.0,134,-62.0,Sunday,1,0,0,Historical
2024-06-23,B,785.0,624,-161.0,Sunday,1,0,0,Historical
2024-06-23,O,1435.0,980,-455.0,Sunday,1,0,0,Historical
2024-06-24,A,269.0,246,-23.0,Monday,0,0,0,Historical
2024-06-24,AB,67.0,73,6.0,Monday,0,0,0,Historical
2024-06-24,B,326.0,278,-48.0,Monday,0,0,0,Historical
2024-06-24,O,461.0,414,-47.0,Monday,0,0,0,Historical
2024-06-25,A,368.0,324,-44.0,Tuesday,0,0,0,Historical
2024-06-25,AB,98.0,72,-26.0,Tuesday,0,0,0,Historical
2024-06-25,B,461.0,349,-112.0,Tuesday,0,0,0,Historical
2024-06-25,O,728.0,552,-176.0,Tuesday,0,0,0,Historical
2024-06-26,A,413.0,385,-28.0,Wednesday,0,0,0,Historical
2024-06-26,AB,102.0,90,-12.0,Wednesday,0,0,0,Historical
2024-06-26,B,455.0,434,-21.0,Wednesday,0,0,0,Historical
2024-06-26,O,719.0,702,-17.0,Wednesday,0,0,0,Historical
2024-06-27,A,280.0,383,103.0,Thursday,0,0,0,Historical
2024-06-27,AB,66.0,86,20.0,Thursday,0,0,0,Historical
2024-06-27,B,324.0,413,89.0,Thursday,0,0,0,Historical
2024-06-27,O,501.0,676,175.0,Thursday,0,0,0,Historical
2024-06-28,A,186.0,281,95.0,Friday,0,0,0,Historical
2024-06-28,AB,37.0,76,39.0,Friday,0,0,0,Historical
2024-06-28,B,200.0,279,79.0,Friday,0,0,0,Historical
2024-06-28,O,343.0,465,122.0,Friday,0,0,0,Historical
2024-06-29,A,472.0,424,-48.0,Saturday,1,0,0,Historical
2024-06-29,AB,117.0,100,-17.0,Saturday,1,0,0,Historical
2024-06-29,B,524.0,415,-109.0,Saturday,1,0,0,Historical
2024-06-29,O,828.0,733,-95.0,Saturday,1,0,0,Historical
2024-06-30,A,719.0,623,-96.0,Sunday,1,0,0,Historical
2024-06-30,AB,153.0,125,-28.0,Sunday,1,0,0,Historical
2024-06-30,B,749.0,630,-119.0,Sunday,1,0,0,Historical
2024-06-30,O,1203.0,1017,-186.0,Sunday,1,0,0,Historical
2024-07-01,A,198.0,201,3.0,Monday,0,0,0,Historical
2024-07-01,AB,40.0,45,5.0,Monday,0,0,0,Historical
2024-07-01,B,200.0,237,37.0,Monday,0,0,0,Historical
2024-07-01,O,368.0,407,39.0,Monday,0,0,0,Historical
2024-07-02,A,349.0,270,-79.0,Tuesday,0,0,0,Historical
2024-07-02,AB,94.0,44,-50.0,Tuesday,0,0,0,Historical
2024-07-02,B,318.0,278,-40.0,Tuesday,0,0,0,Historical
2024-07-02,O,527.0,476,-51.0,Tuesday,0,0,0,Historical
2024-07-03,A,361.0,348,-13.0,Wednesday,0,0,0,Historical
2024-07-03,AB,94.0,79,-15.0,Wednesday,0,0,0,Historical
2024-07-03,B,385.0,376,-9.0,Wednesday,0,0,0,Historical
2024-07-03,O,598.0,588,-10.0,Wednesday,0,0,0,Historical
2024-07-04,A,282.0,320,38.0,Thursday,0,0,0,Historical
2024-07-04,AB,75.0,71,-4.0,Thursday,0,0,0,Historical
2024-07-04,B,331.0,353,22.0,Thursday,0,0,0,Historical
2024-07-04,O,473.0,549,76.0,Thursday,0,0,0,Historical
2024-07-05,A,221.0,222,1.0,Friday,0,0,0,Historical
2024-07-05,AB,53.0,60,7.0,Friday,0,0,0,Historical
2024-07-05,B,225.0,241,16.0,Friday,0,0,0,Historical
2024-07-05,O,388.0,387,-1.0,Friday,0,0,0,Historical
2024-07-06,A,592.0,481,-111.0,Saturday,1,0,0,Historical
2024-07-06,AB,135.0,124,-11.0,Saturday,1,0,0,Historical
2024-07-06,B,683.0,504,-179.0,Saturday,1,0,0,Historical
2024-07-06,O,1025.0,807,-218.0,Saturday,1,0,0,Historical
2024-07-07,A,586.0,713,127.0,Sunday,1,1,0,Historical
2024-07-07,AB,127.0,75,-52.0,Sunday,1,1,0,Historical
2024-07-07,B,605.0,773,168.0,Sunday,1,1,0,Historical
2024-07-07,O,945.0,1174,229.0,Sunday,1,1,0,Historical
2024-07-08,A,306.0,238,-68.0,Monday,0,0,0,Historical
2024-07-08,AB,72.0,46,-26.0,Monday,0,0,0,Historical
2024-07-08,B,329.0,258,-71.0,Monday,0,0,0,Historical
2024-07-08,O,543.0,408,-135.0,Monday,0,0,0,Historical
2024-07-09,A,276.0,352,76.0,Tuesday,0,0,0,Historical
2024-07-09,AB,69.0,74,5.0,Tuesday,0,0,0,Historical
2024-07-09,B,323.0,400,77.0,Tuesday,0,0,0,Historical
2024-07-09,O,494.0,610,116.0,Tuesday,0,0,0,Historical
2024-07-10,A,355.0,366,11.0,Wednesday,0,0,0,Historical
2024-07-10,AB,108.0,75,-33.0,Wednesday,0,0,0,Historical
2024-07-10,B,446.0,380,-66.0,Wednesday,0,0,0,Historical
2024-07-10,O,598.0,627,29.0,Wednesday,0,0,0,Historical
2024-07-11,A,311.0,333,22.0,Thursday,0,0,0,Historical
2024-07-11,AB,90.0,75,-15.0,Thursday,0,0,0,Historical
2024-07-11,B,360.0,390,30.0,Thursday,0,0,0,Historical
2024-07-11,O,529.0,569,40.0,Thursday,0,0,0,Historical
2024-07-12,A,334.0,237,-97.0,Friday,0,0,0,Historical
2024-07-12,AB,79.0,59,-20.0,Friday,0,0,0,Historical
2024-07-12,B,323.0,246,-77.0,Friday,0,0,0,Historical
2024-07-12,O,538.0,403,-135.0,Friday,0,0,0,Historical
2024-07-13,A,479.0,571,92.0,Saturday,1,0,0,Historical
2024-07-13,AB,115.0,134,19.0,Saturday,1,0,0,Historical
2024-07-13,B,522.0,588,66.0,Saturday,1,0,0,Historical
2024-07-13,O,892.0,905,13.0,Saturday,1,0,0,Historical
2024-07-14,A,860.0,683,-177.0,Sunday,1,0,0,Historical
2024-07-14,AB,193.0,149,-44.0,Sunday,1,0,0,Historical
2024-07-14,B,853.0,703,-150.0,Sunday,1,0,0,Historical
2024-07-14,O,1527.0,1197,-330.0,Sunday,1,0,0,Historical
2024-07-15,A,347.0,274,-73.0,Monday,0,0,0,Historical
2024-07-15,AB,83.0,60,-23.0,Monday,0,0,0,Historical
2024-07-15,B,375.0,307,-68.0,Monday,0,0,0,Historical
2024-07-15,O,619.0,476,-143.0,Monday,0,0,0,Historical
2024-07-16,A,271.0,342,71.0,Tuesday,0,0,0,Historical
2024-07-16,AB,49.0,75,26.0,Tuesday,0,0,0,Historical
2024-07-16,B,271.0,362,91.0,Tuesday,0,0,0,Historical
2024-07-16,O,472.0,570,98.0,Tuesday,0,0,0,Historical
2024-07-17,A,353.0,389,36.0,Wednesday,0,0,0,Historical
2024-07-17,AB,84.0,74,-10.0,Wednesday,0,0,0,Historical
2024-07-17,B,349.0,379,30.0,Wednesday,0,0,0,Historical
2024-07-17,O,594.0,620,26.0,Wednesday,0,0,0,Historical
2024-07-18,A,359.0,340,-19.0,Thursday,0,0,0,Historical
2024-07-18,AB,96.0,72,-24.0,Thursday,0,0,0,Historical
2024-07-18,B,424.0,369,-55.0,Thursday,0,0,0,Historical
2024-07-18,O,656.0,589,-67.0,Thursday,0,0,0,Historical
2024-07-19,A,223.0,266,43.0,Friday,0,0,0,Historical
2024-07-19,AB,60.0,65,5.0,Friday,0,0,0,Historical
2024-07-19,B,239.0,289,50.0,Friday,0,0,0,Historical
2024-07-19,O,412.0,477,65.0,Friday,0,0,0,Historical
2024-07-20,A,406.0,489,83.0,Saturday,1,0,0,Historical
2024-07-20,AB,105.0,130,25.0,Saturday,1,0,0,Historical
2024-07-20,B,431.0,504,73.0,Saturday,1,0,0,Historical
2024-07-20,O,666.0,899,233.0,Saturday,1,0,0,Historical
2024-07-21,A,703.0,635,-68.0,Sunday,1,0,0,Historical
2024-07-21,AB,154.0,140,-14.0,Sunday,1,0,0,Historical
2024-07-21,B,766.0,670,-96.0,Sunday,1,0,0,Historical
2024-07-21,O,1225.0,1121,-104.0,Sunday,1,0,0,Historical
2024-07-22,A,340.0,265,-75.0,Monday,0,0,0,Historical
2024-07-22,AB,102.0,58,-44.0,Monday,0,0,0,Historical
2024-07-22,B,424.0,274,-150.0,Monday,0,0,0,Historical
2024-07-22,O,654.0,416,-238.0,Monday,0,0,0,Historical
2024-07-23,A,289.0,320,31.0,Tuesday,0,0,0,Historical
2024-07-23,AB,65.0,74,9.0,Tuesday,0,0,0,Historical
2024-07-23,B,304.0,366,62.0,Tuesday,0,0,0,Historical
2024-07-23,O,487.0,559,72.0,Tuesday,0,0,0,Historical
2024-07-24,A,382.0,367,-15.0,Wednesday,0,0,0,Historical
2024-07-24,AB,93.0,83,-10.0,Wednesday,0,0,0,Historical
2024-07-24,B,414.0,386,-28.0,Wednesday,0,0,0,Historical
2024-07-24,O,661.0,603,-58.0,Wednesday,0,0,0,Historical
2024-07-25,A,392.0,371,-21.0,Thursday,0,0,0,Historical
2024-07-25,AB,84.0,87,3.0,Thursday,0,0,0,Historical
2024-07-25,B,407.0,393,-14.0,Thursday,0,0,0,Historical
2024-07-25,O,654.0,608,-46.0,Thursday,0,0,0,Historical
2024-07-26,A,266.0,264,-2.0,Friday,0,0,0,Historical
2024-07-26,AB,67.0,72,5.0,Friday,0,0,0,Historical
2024-07-26,B,316.0,278,-38.0,Friday,0,0,0,Historical
2024-07-26,O,446.0,409,-37.0,Friday,0,0,0,Historical
2024-07-27,A,485.0,471,-14.0,Saturday,1,0,0,Historical
2024-07-27,AB,117.0,121,4.0,Saturday,1,0,0,Historical
2024-07-27,B,563.0,504,-59.0,Saturday,1,0,0,Historical
2024-07-27,O,809.0,786,-23.0,Saturday,1,0,0,Historical
2024-07-28,A,627.0,682,55.0,Sunday,1,0,0,Historical
2024-07-28,AB,157.0,155,-2.0,Sunday,1,0,0,Historical
2024-07-28,B,750.0,730,-20.0,Sunday,1,0,0,Historical
2024-07-28,O,1173.0,1229,56.0,Sunday,1,0,0,Historical
2024-07-29,A,195.0,259,64.0,Monday,0,0,0,Historical
2024-07-29,AB,42.0,71,29.0,Monday,0,0,0,Historical
2024-07-29,B,203.0,289,86.0,Monday,0,0,0,Historical
2024-07-29,O,331.0,460,129.0,Monday,0,0,0,Historical
2024-07-30,A,314.0,290,-24.0,Tuesday,0,0,0,Historical
2024-07-30,AB,61.0,62,1.0,Tuesday,0,0,0,Historical
2024-07-30,B,376.0,313,-63.0,Tuesday,0,0,0,Historical
2024-07-30,O,553.0,458,-95.0,Tuesday,0,0,0,Historical
2024-07-31,A,274.0,371,97.0,Wednesday,0,0,0,Historical
2024-07-31,AB,49.0,96,47.0,Wednesday,0,0,0,Historical
2024-07-31,B,293.0,409,116.0,Wednesday,0,0,0,Historical
2024-07-31,O,452.0,652,200.0,Wednesday,0,0,0,Historical
2024-08-01,A,309.0,301,-8.0,Thursday,0,0,0,Historical
2024-08-01,AB,47.0,45,-2.0,Thursday,0,0,0,Historical
2024-08-01,B,310.0,304,-6.0,Thursday,0,0,0,Historical
2024-08-01,O,522.0,518,-4.0,Thursday,0,0,0,Historical
2024-08-02,A,323.0,199,-124.0,Friday,0,0,0,Historical
2024-08-02,AB,76.0,46,-30.0,Friday,0,0,0,Historical
2024-08-02,B,309.0,230,-79.0,Friday,0,0,0,Historical
2024-08-02,O,466.0,380,-86.0,Friday,0,0,0,Historical
2024-08-03,A,482.0,515,33.0,Saturday,1,0,0,Historical
2024-08-03,AB,102.0,129,27.0,Saturday,1,0,0,Historical
2024-08-03,B,438.0,528,90.0,Saturday,1,0,0,Historical
2024-08-03,O,772.0,799,27.0,Saturday,1,0,0,Historical
2024-08-04,A,603.0,653,50.0,Sunday,1,0,0,Historical
2024-08-04,AB,125.0,146,21.0,Sunday,1,0,0,Historical
2024-08-04,B,643.0,663,20.0,Sunday,1,0,0,Historical
2024-08-04,O,1054.0,1121,67.0,Sunday,1,0,0,Historical
2024-08-05,A,220.0,236,16.0,Monday,0,0,0,Historical
2024-08-05,AB,44.0,51,7.0,Monday,0,0,0,Historical
2024-08-05,B,234.0,271,37.0,Monday,0,0,0,Historical
2024-08-05,O,354.0,408,54.0,Monday,0,0,0,Historical
2024-08-06,A,426.0,299,-127.0,Tuesday,0,0,0,Historical
2024-08-06,AB,103.0,50,-53.0,Tuesday,0,0,0,Historical
2024-08-06,B,438.0,311,-127.0,Tuesday,0,0,0,Historical
2024-08-06,O,703.0,524,-179.0,Tuesday,0,0,0,Historical
2024-08-07,A,355.0,386,31.0,Wednesday,0,0,0,Historical
2024-08-07,AB,81.0,75,-6.0,Wednesday,0,0,0,Historical
2024-08-07,B,404.0,412,8.0,Wednesday,0,0,0,Historical
2024-08-07,O,624.0,640,16.0,Wednesday,0,0,0,Historical
2024-08-08,A,451.0,359,-92.0,Thursday,0,0,0,Historical
2024-08-08,AB,111.0,73,-38.0,Thursday,0,0,0,Historical
2024-08-08,B,530.0,400,-130.0,Thursday,0,0,0,Historical
2024-08-08,O,758.0,629,-129.0,Thursday,0,0,0,Historical
2024-08-09,A,167.0,278,111.0,Friday,0,0,0,Historical
2024-08-09,AB,40.0,64,24.0,Friday,0,0,0,Historical
2024-08-09,B,187.0,286,99.0,Friday,0,0,0,Historical
2024-08-09,O,300.0,461,161.0,Friday,0,0,0,Historical
2024-08-10,A,461.0,440,-21.0,Saturday,1,0,0,Historical
2024-08-10,AB,132.0,118,-14.0,Saturday,1,0,0,Historical
2024-08-10,B,545.0,461,-84.0,Saturday,1,0,0,Historical
2024-08-10,O,769.0,731,-38.0,Saturday,1,0,0,Historical
2024-08-11,A,700.0,666,-34.0,Sunday,1,0,0,Historical
2024-08-11,AB,143.0,158,15.0,Sunday,1,0,0,Historical
2024-08-11,B,749.0,725,-24.0,Sunday,1,0,0,Historical
2024-08-11,O,1251.0,1156,-95.0,Sunday,1,0,0,Historical
2024-08-12,A,300.0,235,-65.0,Monday,0,0,0,Historical
2024-08-12,AB,72.0,47,-25.0,Monday,0,0,0,Historical
2024-08-12,B,329.0,273,-56.0,Monday,0,0,0,Historical
2024-08-12,O,522.0,441,-81.0,Monday,0,0,0,Historical
2024-08-13,A,365.0,349,-16.0,Tuesday,0,0,0,Historical
2024-08-13,AB,70.0,74,4.0,Tuesday,0,0,0,Historical
2024-08-13,B,397.0,375,-22.0,Tuesday,0,0,0,Historical
2024-08-13,O,594.0,579,-15.0,Tuesday,0,0,0,Historical
2024-08-14,A,311.0,375,64.0,Wednesday,0,0,0,Historical
2024-08-14,AB,74.0,64,-10.0,Wednesday,0,0,0,Historical
2024-08-14,B,366.0,407,41.0,Wednesday,0,0,0,Historical
2024-08-14,O,524.0,612,88.0,Wednesday,0,0,0,Historical
2024-08-15,A,360.0,349,-11.0,Thursday,0,0,0,Historical
2024-08-15,AB,83.0,76,-7.0,Thursday,0,0,0,Historical
2024-08-15,B,427.0,407,-20.0,Thursday,0,0,0,Historical
2024-08-15,O,661.0,605,-56.0,Thursday,0,0,0,Historical
2024-08-16,A,223.0,232,9.0,Friday,0,0,0,Historical
2024-08-16,AB,45.0,58,13.0,Friday,0,0,0,Historical
2024-08-16,B,223.0,270,47.0,Friday,0,0,0,Historical
2024-08-16,O,376.0,403,27.0,Friday,0,0,0,Historical
2024-08-17,A,407.0,483,76.0,Saturday,1,0,0,Historical
2024-08-17,AB,94.0,122,28.0,Saturday,1,0,0,Historical
2024-08-17,B,455.0,476,21.0,Saturday,1,0,0,Historical
2024-08-17,O,667.0,758,91.0,Saturday,1,0,0,Historical
2024-08-18,A,757.0,651,-106.0,Sunday,1,0,0,Historical
2024-08-18,AB,161.0,143,-18.0,Sunday,1,0,0,Historical
2024-08-18,B,824.0,697,-127.0,Sunday,1,0,0,Historical
2024-08-18,O,1295.0,1149,-146.0,Sunday,1,0,0,Historical
2024-08-19,A,213.0,251,38.0,Monday,0,0,0,Historical
2024-08-19,AB,44.0,50,6.0,Monday,0,0,0,Historical
2024-08-19,B,209.0,286,77.0,Monday,0,0,0,Historical
2024-08-19,O,377.0,471,94.0,Monday,0,0,0,Historical
2024-08-20,A,300.0,323,23.0,Tuesday,0,0,0,Historical
2024-08-20,AB,77.0,59,-18.0,Tuesday,0,0,0,Historical
2024-08-20,B,327.0,340,13.0,Tuesday,0,0,0,Historical
2024-08-20,O,512.0,579,67.0,Tuesday,0,0,0,Historical
2024-08-21,A,443.0,381,-62.0,Wednesday,0,0,0,Historical
2024-08-21,AB,101.0,76,-25.0,Wednesday,0,0,0,Historical
2024-08-21,B,475.0,394,-81.0,Wednesday,0,0,0,Historical
2024-08-21,O,728.0,598,-130.0,Wednesday,0,0,0,Historical
2024-08-22,A,393.0,398,5.0,Thursday,0,0,0,Historical
2024-08-22,AB,95.0,84,-11.0,Thursday,0,0,0,Historical
2024-08-22,B,483.0,428,-55.0,Thursday,0,0,0,Historical
2024-08-22,O,686.0,672,-14.0,Thursday,0,0,0,Historical
2024-08-23,A,229.0,254,25.0,Friday,0,0,0,Historical
2024-08-23,AB,57.0,59,2.0,Friday,0,0,0,Historical
2024-08-23,B,235.0,284,49.0,Friday,0,0,0,Historical
2024-08-23,O,372.0,454,82.0,Friday,0,0,0,Historical
2024-08-24,A,616.0,443,-173.0,Saturday,1,0,0,Historical
2024-08-24,AB,121.0,128,7.0,Saturday,1,0,0,Historical
2024-08-24,B,640.0,473,-167.0,Saturday,1,0,0,Historical
2024-08-24,O,1029.0,727,-302.0,Saturday,1,0,0,Historical
2024-08-25,A,688.0,752,64.0,Sunday,1,0,0,Historical
2024-08-25,AB,142.0,150,8.0,Sunday,1,0,0,Historical
2024-08-25,B,732.0,750,18.0,Sunday,1,0,0,Historical
2024-08-25,O,1166.0,1297,131.0,Sunday,1,0,0,Historical
2024-08-26,A,184.0,263,79.0,Monday,0,0,0,Historical
2024-08-26,AB,51.0,54,3.0,Monday,0,0,0,Historical
2024-08-26,B,230.0,276,46.0,Monday,0,0,0,Historical
2024-08-26,O,396.0,392,-4.0,Monday,0,0,0,Historical
2024-08-27,A,289.0,287,-2.0,Tuesday,0,0,0,Historical
2024-08-27,AB,63.0,69,6.0,Tuesday,0,0,0,Historical
2024-08-27,B,325.0,333,8.0,Tuesday,0,0,0,Historical
2024-08-27,O,487.0,541,54.0,Tuesday,0,0,0,Historical
2024-08-28,A,361.0,371,10.0,Wednesday,0,0,0,Historical
2024-08-28,AB,93.0,90,-3.0,Wednesday,0,0,0,Historical
2024-08-28,B,479.0,398,-81.0,Wednesday,0,0,0,Historical
2024-08-28,O,682.0,597,-85.0,Wednesday,0,0,0,Historical
2024-08-29,A,366.0,360,-6.0,Thursday,0,0,0,Historical
2024-08-29,AB,90.0,91,1.0,Thursday,0,0,0,Historical
2024-08-29,B,440.0,421,-19.0,Thursday,0,0,0,Historical
2024-08-29,O,717.0,686,-31.0,Thursday,0,0,0,Historical
2024-08-30,A,251.0,252,1.0,Friday,0,0,0,Historical
2024-08-30,AB,65.0,67,2.0,Friday,0,0,0,Historical
2024-08-30,B,311.0,292,-19.0,Friday,0,0,0,Historical
2024-08-30,O,443.0,466,23.0,Friday,0,0,0,Historical
2024-08-31,A,728.0,558,-170.0,Saturday,1,1,0,Historical
2024-08-31,AB,188.0,179,-9.0,Saturday,1,1,0,Historical
2024-08-31,B,837.0,691,-146.0,Saturday,1,1,0,Historical
2024-08-31,O,1297.0,954,-343.0,Saturday,1,1,0,Historical
2024-09-01,A,651.0,576,-75.0,Sunday,1,0,0,Historical
2024-09-01,AB,138.0,137,-1.0,Sunday,1,0,0,Historical
2024-09-01,B,660.0,743,83.0,Sunday,1,0,0,Historical
2024-09-01,O,1150.0,1172,22.0,Sunday,1,0,0,Historical
2024-09-02,A,193.0,171,-22.0,Monday,0,0,0,Historical
2024-09-02,AB,49.0,26,-23.0,Monday,0,0,0,Historical
2024-09-02,B,204.0,224,20.0,Monday,0,0,0,Historical
2024-09-02,O,315.0,345,30.0,Monday,0,0,0,Historical
2024-09-03,A,360.0,283,-77.0,Tuesday,0,0,0,Historical
2024-09-03,AB,67.0,58,-9.0,Tuesday,0,0,0,Historical
2024-09-03,B,359.0,286,-73.0,Tuesday,0,0,0,Historical
2024-09-03,O,547.0,409,-138.0,Tuesday,0,0,0,Historical
2024-09-04,A,318.0,382,64.0,Wednesday,0,0,0,Historical
2024-09-04,AB,81.0,71,-10.0,Wednesday,0,0,0,Historical
2024-09-04,B,362.0,407,45.0,Wednesday,0,0,0,Historical
2024-09-04,O,504.0,585,81.0,Wednesday,0,0,0,Historical
2024-09-05,A,357.0,327,-30.0,Thursday,0,0,0,Historical
2024-09-05,AB,75.0,67,-8.0,Thursday,0,0,0,Historical
2024-09-05,B,395.0,392,-3.0,Thursday,0,0,0,Historical
2024-09-05,O,610.0,566,-44.0,Thursday,0,0,0,Historical
2024-09-06,A,266.0,207,-59.0,Friday,0,0,0,Historical
2024-09-06,AB,58.0,52,-6.0,Friday,0,0,0,Historical
2024-09-06,B,315.0,242,-73.0,Friday,0,0,0,Historical
2024-09-06,O,479.0,352,-127.0,Friday,0,0,0,Historical
2024-09-07,A,604.0,558,-46.0,Saturday,1,0,0,Historical
2024-09-07,AB,127.0,127,0.0,Saturday,1,0,0,Historical
2024-09-07,B,633.0,561,-72.0,Saturday,1,0,0,Historical
2024-09-07,O,962.0,793,-169.0,Saturday,1,0,0,Historical
2024-09-08,A,790.0,709,-81.0,Sunday,1,0,0,Historical
2024-09-08,AB,147.0,152,5.0,Sunday,1,0,0,Historical
2024-09-08,B,750.0,741,-9.0,Sunday,1,0,0,Historical
2024-09-08,O,1310.0,1137,-173.0,Sunday,1,0,0,Historical
2024-09-09,A,266.0,227,-39.0,Monday,0,0,0,Historical
2024-09-09,AB,63.0,43,-20.0,Monday,0,0,0,Historical
2024-09-09,B,263.0,242,-21.0,Monday,0,0,0,Historical
2024-09-09,O,440.0,376,-64.0,Monday,0,0,0,Historical
2024-09-10,A,292.0,331,39.0,Tuesday,0,0,0,Historical
2024-09-10,AB,59.0,63,4.0,Tuesday,0,0,0,Historical
2024-09-10,B,307.0,346,39.0,Tuesday,0,0,0,Historical
2024-09-10,O,495.0,535,40.0,Tuesday,0,0,0,Historical
2024-09-11,A,438.0,378,-60.0,Wednesday,0,0,0,Historical
2024-09-11,AB,69.0,61,-8.0,Wednesday,0,0,0,Historical
2024-09-11,B,477.0,374,-103.0,Wednesday,0,0,0,Historical
2024-09-11,O,633.0,569,-64.0,Wednesday,0,0,0,Historical
2024-09-12,A,433.0,366,-67.0,Thursday,0,0,0,Historical
2024-09-12,AB,90.0,68,-22.0,Thursday,0,0,0,Historical
2024-09-12,B,498.0,404,-94.0,Thursday,0,0,0,Historical
2024-09-12,O,692.0,614,-78.0,Thursday,0,0,0,Historical
2024-09-13,A,291.0,249,-42.0,Friday,0,0,0,Historical
2024-09-13,AB,81.0,51,-30.0,Friday,0,0,0,Historical
2024-09-13,B,275.0,265,-10.0,Friday,0,0,0,Historical
2024-09-13,O,467.0,420,-47.0,Friday,0,0,0,Historical
2024-09-14,A,341.0,564,223.0,Saturday,1,0,0,Historical
2024-09-14,AB,90.0,142,52.0,Saturday,1,0,0,Historical
2024-09-14,B,416.0,557,141.0,Saturday,1,0,0,Historical
2024-09-14,O,596.0,885,289.0,Saturday,1,0,0,Historical
2024-09-15,A,560.0,608,48.0,Sunday,1,0,0,Historical
2024-09-15,AB,105.0,146,41.0,Sunday,1,0,0,Historical
2024-09-15,B,542.0,649,107.0,Sunday,1,0,0,Historical
2024-09-15,O,946.0,1017,71.0,Sunday,1,0,0,Historical
2024-09-16,A,597.0,311,-286.0,Monday,0,1,0,Historical
2024-09-16,AB,130.0,92,-38.0,Monday,0,1,0,Historical
2024-09-16,B,633.0,344,-289.0,Monday,0,1,0,Historical
2024-09-16,O,985.0,665,-320.0,Monday,0,1,0,Historical
2024-09-17,A,267.0,384,117.0,Tuesday,0,0,0,Historical
2024-09-17,AB,73.0,67,-6.0,Tuesday,0,0,0,Historical
2024-09-17,B,305.0,400,95.0,Tuesday,0,0,0,Historical
2024-09-17,O,467.0,537,70.0,Tuesday,0,0,0,Historical
2024-09-18,A,283.0,334,51.0,Wednesday,0,0,0,Historical
2024-09-18,AB,72.0,72,0.0,Wednesday,0,0,0,Historical
2024-09-18,B,289.0,383,94.0,Wednesday,0,0,0,Historical
2024-09-18,O,482.0,534,52.0,Wednesday,0,0,0,Historical
2024-09-19,A,298.0,326,28.0,Thursday,0,0,0,Historical
2024-09-19,AB,79.0,65,-14.0,Thursday,0,0,0,Historical
2024-09-19,B,330.0,341,11.0,Thursday,0,0,0,Historical
2024-09-19,O,495.0,555,60.0,Thursday,0,0,0,Historical
2024-09-20,A,173.0,226,53.0,Friday,0,0,0,Historical
2024-09-20,AB,42.0,51,9.0,Friday,0,0,0,Historical
2024-09-20,B,217.0,245,28.0,Friday,0,0,0,Historical
2024-09-20,O,339.0,341,2.0,Friday,0,0,0,Historical
2024-09-21,A,431.0,392,-39.0,Saturday,1,0,0,Historical
2024-09-21,AB,109.0,107,-2.0,Saturday,1,0,0,Historical
2024-09-21,B,454.0,447,-7.0,Saturday,1,0,0,Historical
2024-09-21,O,740.0,712,-28.0,Saturday,1,0,0,Historical
2024-09-22,A,745.0,621,-124.0,Sunday,1,0,0,Historical
2024-09-22,AB,168.0,146,-22.0,Sunday,1,0,0,Historical
2024-09-22,B,728.0,618,-110.0,Sunday,1,0,0,Historical
2024-09-22,O,1246.0,1124,-122.0,Sunday,1,0,0,Historical
2024-09-23,A,241.0,244,3.0,Monday,0,0,0,Historical
2024-09-23,AB,60.0,61,1.0,Monday,0,0,0,Historical
2024-09-23,B,252.0,270,18.0,Monday,0,0,0,Historical
2024-09-23,O,426.0,397,-29.0,Monday,0,0,0,Historical
2024-09-24,A,359.0,296,-63.0,Tuesday,0,0,0,Historical
2024-09-24,AB,98.0,65,-33.0,Tuesday,0,0,0,Historical
2024-09-24,B,396.0,322,-74.0,Tuesday,0,0,0,Historical
2024-09-24,O,655.0,500,-155.0,Tuesday,0,0,0,Historical
2024-09-25,A,381.0,370,-11.0,Wednesday,0,0,0,Historical
2024-09-25,AB,102.0,83,-19.0,Wednesday,0,0,0,Historical
2024-09-25,B,446.0,418,-28.0,Wednesday,0,0,0,Historical
